,dataset,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
11,glass,CS3F,0.3456712507818278,0.6477755224735471,0.0,0.0,0.0,0.5781315211321931,0.5247400856224386,0.5113439509058825,0.8830409356725146,0.8837209302325582,63.9295289516449,0.0,0.0,0.0,0.4799783549783549,0.4583333333333333,0.4864519140989729,0.0,0.0,0.0,0.4262820512820513,0.3063492063492063,0.1534391534391534,0.0,0.0,0.0,0.7576214983741865,0.728633447162859,0.8053885359892035,0.0,0.0,0.0,0.6486441798941799,0.6056443556443557,0.6000962000962001
12,ecoli,CS3F,0.2340762894594838,0.4361697689115427,0.0,0.0,0.0,0.6926580024269745,0.584420204510114,0.6835767798661495,0.9328358208955224,0.9852941176470588,63.73118782043457,0.0,0.0,0.0,0.8022365565469013,0.5360221674876846,0.8139295736747011,0.0,0.0,0.0,0.2606252195293291,0.1665451895043732,0.2606252195293291,0.0,0.0,0.0,0.8693615159126048,0.8295793848336221,0.8505643877622844,0.0,0.0,0.0,0.8384087177190627,0.805534076214776,0.8091879384982834
13,yeast,CS3F,0.2016158803909856,0.3407613717381463,0.0,0.0,0.0,0.5553497862191825,0.4552853346019009,0.5191463556249621,0.8837405223251895,0.9124579124579124,203.3187232017517,0.0,0.0,0.0,0.5726944710600093,0.5515793465793466,0.5754876900567474,0.0,0.0,0.0,0.5075316957279706,0.3182055103833237,0.3455847105659233,0.0,0.0,0.0,0.5823849472777192,0.4498469623339759,0.5852549477512948,0.0,0.0,0.0,0.5587880308110307,0.5015095191109574,0.5702580741258831
14,libras,CS3F,6.50941508187059,10.092172382703296,0.0,0.0,0.0,0.5820165007622635,0.4955652495652494,0.6064872904872904,0.8715277777777778,0.9027777777777778,3342.99392580986,0.0,0.0,0.0,0.6941029341029341,0.6701491101491099,0.7545262145262144,0.0,0.0,0.0,0.0731421121251629,0.0849409849409849,0.1133121693121693,0.0,0.0,0.0,0.8188318348318349,0.6861896621896622,0.8217989417989418,0.0,0.0,0.0,0.7419891219891219,0.5409812409812409,0.7363118363118362
15,planning_relax,CS3F,0.8453961179114405,1.364288809114884,0.0,0.0,0.0,0.439201491401721,0.463620585149826,0.5275041914013981,0.896551724137931,0.945945945945946,54.755635261535645,0.0,0.0,0.0,0.3728813559322034,0.5013477088948787,0.521551724137931,0.0,0.0,0.0,0.3513479853479854,0.4254658385093168,0.4637681159420289,0.0,0.0,0.0,0.5057224043778461,0.4826687931951089,0.5774941283228354,0.0,0.0,0.0,0.5268542199488491,0.4449999999999999,0.5472027972027971
16,blood_transfusion,CS3F,0.1365141477147272,0.1619622731199951,0.0,0.0,0.0,0.5692214013115661,0.525565727262201,0.5437058428784102,0.9632107023411371,0.9533333333333334,21.622344970703125,0.0,0.0,0.0,0.5520767351370917,0.4842322428529325,0.5293466223698782,0.0,0.0,0.0,0.6458333333333333,0.5463816020817216,0.5881261595547309,0.0,0.0,0.0,0.531055102779456,0.5424709204974694,0.5327562691022162,0.0,0.0,0.0,0.5479204339963833,0.5291781436166806,0.5245943204868154
17,breast_cancer_diagnostic,CS3F,1.2768543957214458,1.7781002491115072,0.0,0.0,0.0,0.9506542859741214,0.9331952212718428,0.9459323923145376,0.9164835164835164,0.9736842105263158,514.6271748542786,0.0,0.0,0.0,0.9526381387619444,0.9444805194805196,0.962659679004258,0.0,0.0,0.0,0.9439895185063872,0.942866688940862,0.9349474199070678,0.0,0.0,0.0,0.9436878993265672,0.939679708412021,0.9511750504397564,0.0,0.0,0.0,0.9623015873015872,0.9057539682539684,0.9349474199070678
18,connectionist_bench_vowel,CS3F,0.4759594538780297,0.782483083186673,0.0,0.0,0.0,0.6556645117826283,0.6244738324625034,0.6607106970157584,0.8446969696969697,0.9444444444444444,238.7278699874878,0.0,0.0,0.0,0.6774085965295531,0.6808057599693661,0.6565179579533644,0.0,0.0,0.0,0.0919399441138571,0.0963831867057673,0.1424077769469073,0.0,0.0,0.0,0.960177679918744,0.8827751376893012,0.9457535055058276,0.0,0.0,0.0,0.8931318265683591,0.8379312454855794,0.8981635476569336
19,concrete_slump,CS3F,0.5822852193120285,1.0261081984408396,0.8479047037616352,0.8006769032953494,0.8609421750734115,0.0,0.0,0.0,0.8780487804878049,1.0,13.038535833358765,0.8373694981724864,0.8013689363053735,0.8237767392587096,0.0,0.0,0.0,0.824709693102418,0.8024055442477693,0.8364083914003305,0.0,0.0,0.0,0.8508616691663433,0.8336423100111698,0.8844297305487501,0.0,0.0,0.0,0.8786779546052931,0.7652908226170849,0.8991538390858557,0.0,0.0,0.0
20,wine_quality_red,CS3F,0.4180614971509881,0.5100737972470101,0.341719937594195,0.2982233497142226,0.3543905165408096,0.0,0.0,0.0,0.8498827208756842,0.984375,196.4683871269226,0.3316339899741419,0.3192800375371226,0.3347458731096593,0.0,0.0,0.0,0.3046534578350943,0.3111938337165302,0.3142716002258892,0.0,0.0,0.0,0.4345191675196179,0.359466320826961,0.4473038162451057,0.0,0.0,0.0,0.2960731350479257,0.2029532067762766,0.3212407765825845,0.0,0.0,0.0
21,wine_quality_white,CS3F,0.4301828665801417,0.5022313797911547,0.3456614927526069,0.2584992666910918,0.353762569659061,0.0,0.0,0.0,0.8443083205717202,0.9683673469387756,680.9808859825134,0.2513476761101879,0.2443915464652016,0.2560039165060462,0.0,0.0,0.0,0.2767509195855986,0.240948681133488,0.2758646762625896,0.0,0.0,0.0,0.4585457301988235,0.3035482820669566,0.4566296302297373,0.0,0.0,0.0,0.3960016451158176,0.2451085570987208,0.4265520556378711,0.0,0.0,0.0
22,tictactoe,CS3F,1.9778067885117367,2.4010688642297544,0.0,0.0,0.0,0.9408726856619728,0.6221986892827325,0.7825451990016508,0.4190600522193211,0.4635416666666667,74.8936927318573,0.0,0.0,0.0,0.9884559884559884,0.6344537815126051,0.6711859569002426,0.0,0.0,0.0,0.7991835082155269,0.5877616747181965,0.6437847866419295,0.0,0.0,0.0,0.9873139325435404,0.6254138240166454,0.8916829836204099,0.0,0.0,0.0,0.9885373134328358,0.6411654768834829,0.9235270688440208
23,congress,CS3F,4.17528735632184,4.666666666666671,0.0,0.0,0.0,0.957441083605224,0.9015206936360568,0.9536453134921822,0.4425287356321839,0.5862068965517241,73.29273176193237,0.0,0.0,0.0,0.9386026817219476,0.9023569023569022,0.9635932487097224,0.0,0.0,0.0,0.9635932487097224,0.889484827099506,0.9511784511784512,0.0,0.0,0.0,0.9639751552795032,0.9131046814514556,0.948631102902104,0.0,0.0,0.0,0.9635932487097224,0.9011363636363636,0.9511784511784512
24,car,CS3F,0.6056439942112959,1.023577290180114,0.0,0.0,0.0,0.8272181070709679,0.612357822776341,0.74310410446881,0.4717800289435601,0.5722543352601156,99.26691675186156,0.0,0.0,0.0,0.8541542501729695,0.6553778280542987,0.7922087466579928,0.0,0.0,0.0,0.5851672700654836,0.5816466699922872,0.711538977273388,0.0,0.0,0.0,0.892311899167405,0.5986724389156042,0.729843496705201,0.0,0.0,0.0,0.977239008878013,0.6137343541431738,0.7388251972386588
